,sentence,class
1250,@Weebeedee run was great thanks. Is very windy today so bike ride not an option this morning ,0
1251,@aniita_0517 Yes i did. That's a sad topic for me! haha... I am not going to the concert... It's very far and probably very expensive  ,0
1252,couple of mt texts didn't arrive here ,0
1253,"decided to rejoin aerobics cos I know I won't exercise if i don't. after paying for it, i only have RM3 left in my bag ",0
1254,@ientje89 aw i'm fine too thanks! yeah i miss you so much on the MFC  but hope we can talk later on today  kisses :huglove:,0
1255,@hartym looks interesting but lot of 500 errors on the documentation website ,0
1256,@Kal_Penn You were my favorite.  You did an excellent job.,0
1257,This breaks my heart Navy Seal Marcus Luttrell's doggy  http://www.rightpundits.com/?p=3669 I am filled with rage.,0
1258,argh ive eaton so so much today ,0
1259,zurich does not have smelly bags anymore ,0
1260,"in the university, in the classroom, on the computer... shit my day is boring ",0
1261,I want to get back in bed ,0
1262,@fanofbsb4ever Sorry you missed it ,0
1263,Worst burn of my life! so sick ,0
1264,"@PriscillaCruz So funny because I watched 'Only The Strong' today, what are the chances? I miss Capoeira   Zoom Zoom!",0
1265,It's official! I'm going to have an educational summer. Owh God. Bless me ,0
1266,@avisionofbeauty your phone doesn't like it  sorry,0
1267,too much to do  not enough motivation ,0
1268,@missoliviaa nooo brat. to the west coast hahaa quite making me sad ,0
1269,"oh everyone is going to sleep, how much i wish i could  its only 4.45pm, and im @ work!",0
1270,"One thing I hate about dozing off in lects, I wake up to a sheaf of wet and badly smudged notes. ",0
1271,Sleepy head.. chances of actually sleeping? Slim to FUCKING NONE! ,0
1272,Where has all my money gone?! ,0
1273,Now I'm down to 10% battery! ,0
1274,@KristenjStewart just watched the trailer for adventureland on itunes looks so funny!! pity i don't think we get it in Australia ,0
1275,"I'm so tired, have to get up and go in to school during holidays for the 3rd time  xxx",0
1276,"OMG, more than 360 people is the death toll in Italy ",0
1277,@ThisismyiQ layin down...i dont feel well ,0
1278,@SCC_Skwerl Aww how depressing! ,0
1279,@TheBlondeTheory  ditch in another parish. Some really sick people in this world. ,0
1280,"Yo jimo i cant talk on aim anymore, its glitching  ill cya later and i hope u see this",0
1281,I just gave an msu fan a car rental discount.. He looked so sad I just couldn't turn him away.. ,0
1282,"ordered a pita...it NEVR came! why they say the fax machine broke and the driver left, what about my empty BELLY ",0
1283,Britney was fucking amazing!! After we just went back to the hotel...I hate travelling with cheapos. ,0
1284,"@powerpoole some people try to be tricky, some stop using twitter at all  i guess it's as good as it gets! i had to try.",0
1285,@dra6on now I am sad cos u r sad ,0
1286,@gotobekiddingme I tried.....and failed ,0
1287,@ditty003 I'm looking at mine And I can't even get to it... School work sucks...atleast when u get home that's it  LOL,0
1288,AC/DC rocked last night. Back to reality today.  70000 people without homes and &gt;150 dead in Italy ,0
1289,"@heatherlibby  Oh well, she seems like trouble. Christian Slater is trying to kill her at the moment.",0
1290,Hoping I can get some decent sleep tonight since I didn't get any worth shittt last night  Goodnight World! XOXO,0
1291,i want diana F+. it looks great... ,0
1292,i've got one of those spots that doesn't really show yet but hurts like hell and will no doubt be a beauty tomorrow ,0
1293,@ekim1406 hehehe too bad they were separated ,0
1294,Babe aint callin ,0
1295,"@Hetty4Christ heh, yeah, I shakily conquered the ladder. Pointless job, tho. We're too far away to receive digital signal w/ antenna. ",0
1296,"Good morning, hope everyone is feeling better than me.... this cold has really got hold now ",0
1297,"Train rammed, fellow commuters vile . Special derision reserved for the man who appeared out of nowhere to claim 'his' seat. Luggage rack ",0
1298,@Kal_Penn I will miss you on the show... you were awesome!  What a shock!!  ,0
1299,talking to a boy  hating work though ,0
1300,someone keep me up....im at work ,0
1301,@LarrissaR please don't leave. stay for grant's bday ,0
1302,@DanielCalderonL yeaah I hate that! ,0
1303,@pmelt the only bad thing about aids is you can only catch it once Id want to inflict more pain on the deadshits of this world.,0
1304,@childhoodflames whats wrong! ,0
1305,"Off to bed now, sick n can't sleep but will try w/ help of meds :s ",0
1306,Blip.fm is down...I'm going back to normal tweeting for a while. ,0
1307,@Lilylauren I get sad when ppl shave their moustaches  I don't know if I'd cry about it tho,0
1308,Oh my gosh... Oh my gosh...Susy is going to kill me with her remedy. ,0
1309,Finally going to sleep and waking up early to study ,0
1310,I miss my friends from elementary and middle school ,0
1311,"@cyantificNHS Balls  Although without the tunes, it's just a holiday then ;-)",0
1312,chick corea was tonight...and I missed it  ...now she sobs,0
1313,I'm going to love this season of the hills... I can tell!  Spartans sucked.    Goodnight!!,0
1314,needs to study for quant and do legal process assessment for 2moro ,0
1315,"@itsangie i canceled it, with plane tickets, hotel stay and tickets.. it was close to $400 if we eat cheaply.",0
1316,"@polaroidskyline that sounds fair horrible.  i was going to repeat myself, but i guess the text I just sent you would do it better. whee.",0
1317,"@bivancamp aw, that suuuucks  Sorry dear!",0
1318,@NeYawn Yeah! Interview... Don't know even when it is... ,0
1319,"@LFTA So ur just gonna delete me like that...Y do I feel like &quot;Tom Cruise&quot; on Jerry Maguire when he got fired right now, yo.",0
1320,had the worst dream abt some turd face i used to date... ugh. it was awful. ,0
1321,@shresthayash  ouch I can just imagine a toothpic in the eye or something ,0
1322,uh...I feel so lonely  I wish my BFFWIAMC (Best Friend Forever Who Is Also My Cousin) has a Twitter,0
1323,Why do people keep following me and then randomly stop?  It makes me sad!,0
1324,Still feeling bleh... Spew burps and all ,0
1325,hot deadline... ,0
1326,has to return the shirt she bought from Topshop bc she has $50 in her bank account that has to last her the rest of,0
1327,woke up at 6am  far too early...more coffee then,0
1328,is tooooooooo cold. ,0
1329,Why is it raining tomorrow night after it was sooo nice today?! Guess I should be thankful that I was able to enjoy it at least.,0
1330,Michael Crichton ,0
1331,CURSE MY SLOW INTERNET. I miss YouTube ,0
1332,feels a headache coming on! ,0
1333,@gordonchiu You're one letter alway!    Koreans don't use &quot;X&quot; so there's no hope for me. ,0
1334,Working on the Holy Week ,0
1335,@marnieblaze haha nope. i guess nothing is original these days ,0
1336,"Lots of revision to do tonight too for my final assessments. More assessments today as well, 90% pass mark is harsh ",0
1337,all thats stapling chipped my nails ,0
1338, is cold,0
1339,@PaulTeeter we passed by the border ,0
1340,"Chewie update. OCD in left legs fixed, but possible OCD in Right leg as well, and worse still hip dysplasia in both hips  Not good...",0
1341,Just got back from the hospital. BF's nephew might have meningitis ,0
1342,Chi?u nay h?p chu?n b? t? ch?c m?y s? ki?n ? tr??ng ! Bao nhiï¿½u vi?c ,0
1343,is coldd ,0
1344,Please watch this vid and tell me if you are not moved  http://www.youtube.com/watch?v=EUJSME0TORw,0
1345,Boo another day at work  but only 3 to go then 3 days off ; ),0
1346,driving to schiphol. apperantly I am not the only one. Stuck around aalsmeer ,0
1347,Not anymore  how does Daisy manage to take up 75% of the bed?,0
1348,@garretjiroux do u write back on twitter? i miss ya garee...  x,0
1349,"Getting changed in the hopes that, that means we can go to the store now!  Poor cat is out of food...oops. ",0
1350,I'm in pain ,0
1351,"@nicolerichie: Haha. Yeah, they were that band from MMC! I used to have a CD, but I lost it. ",0
1352,i miss my bcd friends ,0
1353,@oliyoung But that requires assembly! Assembly is completely overrated tonight. This is harder than I thought ,0
1354,On a diet.... Woke up 2day Hungry ,0
1355,@JBeauty oooh *heads high killin 'em wit da no* lol didn't think so..,0
1356,I hate cooking dinner ,0
1357,@maikeru76 you aren't connected with me back...so I can't DM you...  ,0
1358,My compassion to the people in italy! My mother is calling with our relatives in Italy right now  ,0
1359,"@riskyrevenge Wait, what? Sick? ",0
1360,@oishiieats did they play polite dance song?? only my fav. please dont say they did. or course they did.   damn me!,0
1361,I need to find a battery for an Elinchrom Ranger.  Nobody in Canada has any in stock ,0
1362,So now it's just a wait &amp; see game. I fall asleep &amp; it might or might not be there when I wake. ,0
1363,Off to London today ,0
1364,Smile like you mean it. Wow. This song brings back memories. Still can't sleep. ,0
1365,@muzocan we should talk about this australia issue.. ,0
1366,"I was woken up from a deep sleep just to be let go for Mad Max.  Not happy. And now, i can not sleep! ",0
1367,"Sorry, was getting ready.  Going to leave at 8am today.",0
1368,Got a speeding ticket ,0
1369,@kristensaywhaa he is an ass. .. .. .. hM ..  did you watch the first episodeee? i freakin missed it ,0
1370,@scarletjac but not good for me close to my current challenge ,0
1371,"But the international font looks ugly. Going back to original font. After all, who'd tweet in malayalam ",0
1372,doing some business studies revision ,0
1373,misses David actually ,0
1374,http://community.livejournal.com/ohnotheydidnt/33907252.html How freakin cool is that? Why doesnt shit like that happen to me? ,0
1375,I can't believe it. I got my answer and didn't have to ask the question.  This feels awful.,0
1376,Won't be tweeting much tonight   Maybe all tweets will come out in form of Tweet vomit later at about 1 in the morning.,0
1377,I think I need to get laid. Sad revolution I had earlier rofl  http://twurl.nl/ibz2wb,0
1378,Txt-Chat with Jake. Lmfao. Its Frikkin Awesome! I Miss This Effin Boy So Much.  Awww. Hoping You Guys Would Come Back Here Na! ) xxxx,0
1379,@ItsDawns Thank @rmilana don't like it  hehe but it's very easy and well I'm just a Danish Dude,0
1380,"@Craftysince1990 Lol, that's sweet! I bought tickets last year &amp;&amp; my PartnerInCrime flaked so I didn't end up going  but this, FOR SURE!",0
1381,@razzberrie wha so now its 4GB! yay! haha no more laggy computers! but my mba cannot upgrade ,0
1382,@defsound aawwwww i know what u mean. iv never been that girl with a sense of humor ,0
1383,@zaibatsu ME...I'm up.  ,0
1384,was super lucky to get a seat on the train. We pay ï¿½40 for this 25 min journey. ,0
1385,@Coyoteontherun Bet I-  Oh wait Mac?  No prolly not. ,0
1386,"My navel piercing tore a bit when I was forcing my dog into the bed of my truck. MY FAULT, I know. It looks to be healing.",0
1387,"wow! i got sick out of nowhere  and now i cant think straight....and mtv hasnt posted the hills online, wtf!",0
1388,Just woke up. Apples gig was ace last night. Seriously tired now. Work begins in one hour... ,0
1389,"Today's episode of &quot;House&quot; (Episode, Simple Explanation) was so heartbreaking. ",0
1390,I'm frankly disappointed and offended that there is a blogger writing AGAINST FU Penguin ,0
1391,@tpaw wooo yeah! Sorry to hear you missed out on Origin tickets ,0
1392,Gooood mooorning world. I had a dream last night I fucked my knee again  Def need to kick start my strengthening ready for Bournemouth 7s!,0
1393,I need some selsun blue...pretty sure i have a small spot of haole rot ,0
1394,I think im coming down with something. ,0
1395,re newing my twitter ,0
1396,@lindseyviloria about that... I am gonna be in mexico ,0
1397,@sweetlyaroundme ps I woke up this morning and I cant access any websites!  or I havent cleaned my computer completely,0
1398,"Hates hearing his girl being ill, nothing I can do though ",0
1399,"@SteveDiamond I know they have trouble, but I never heard a thing. I had MANY recommendations from MrTweet. ",0
1400,@ScarlettDane no  mary &amp; i were going to go dress shopping tomorrow.,0
